City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,san patricio,28.017,-97.5169,14.16,41,100,6.28,US,1701047426
365,novoul'yanovsk,54.1496,48.3891,1.06,98,66,7.15,RU,1701047427
366,bamboo flat,11.7,92.7167,28.15,73,100,5.06,IN,1701047427
367,puntarenas,9.9763,-84.8384,26.3,86,47,1.31,CR,1701047427
368,east london,-33.0153,27.9116,20.47,92,4,2.1,ZA,1701047427
369,viedma,-40.8135,-62.9967,14.31,56,100,7.23,AR,1701047427
370,beitbridge,-22.2167,30.0,24.84,41,0,6.94,ZW,1701047428
371,tindouf,27.6711,-8.1474,12.99,25,5,1.08,DZ,1701047428
372,torghay,49.6339,63.4981,1.38,71,100,4.88,KZ,1701047428
373,new norfolk,-42.7826,147.0587,14.04,38,17,1.32,AU,1701047428
374,tubarjal,30.4999,38.216,14.97,37,0,4.32,SA,1701047428
375,caleta de carquin,-11.0925,-77.6267,19.67,82,76,4.64,PE,1701047428
376,baikonur,45.6167,63.3167,9.67,46,100,6.54,KZ,1701047429
377,murudeshwara,14.0943,74.4845,25.55,70,6,2.2,IN,1701047429
378,nar'yan-mar,67.6713,53.087,-21.08,100,63,2.73,RU,1701047429
379,lautoka,-17.6167,177.4667,30.92,62,40,5.66,FJ,1701047429
380,itoman,26.1247,127.6694,24.01,78,75,4.12,JP,1701047429
381,port saint john's,-31.6229,29.5448,22.14,95,23,2.69,ZA,1701047429
382,yakeshi,49.2833,120.7333,-18.65,97,100,2.07,CN,1701047430
383,fort st. john,56.2499,-120.8529,-4.26,94,100,1.52,CA,1701047430
384,labrador city,52.9463,-66.9114,-11.77,98,51,1.92,CA,1701047430
385,linxia chengguanzhen,35.6003,103.2064,1.87,46,0,0.96,CN,1701047430
386,forde,61.4522,5.8572,0.05,74,4,2.57,NO,1701047430
387,micheweni,-4.9667,39.8333,25.76,84,100,1.56,TZ,1701047431
388,calabozo,8.9242,-67.4293,28.08,61,95,1.77,VE,1701047431
389,mwingi,-0.9344,38.0601,18.38,94,98,0.66,KE,1701047431
390,plettenberg bay,-34.0527,23.3716,18.31,67,2,2.1,ZA,1701047431
391,menongue,-14.6585,17.691,17.38,93,98,0.48,AO,1701047431
392,praia da vitoria,38.7333,-27.0667,17.64,100,86,7.93,PT,1701047431
393,chimore,-16.9833,-65.1333,22.36,95,26,0.81,BO,1701047432
394,riverton,40.5219,-111.9391,-0.71,67,100,1.34,US,1701047427
395,horni slavkov,50.1386,12.8076,0.26,100,100,3.82,CZ,1701047432
396,castillos,-34.1667,-53.8333,16.12,95,0,3.1,UY,1701047432
397,chokwe,-24.5333,32.9833,21.48,97,4,1.16,MZ,1701047433
398,ra's bayrut,33.9,35.4833,16.72,70,97,11.68,LB,1701047433
399,sola,-13.8833,167.55,26.62,84,84,8.12,VU,1701047433
400,thompson,55.7435,-97.8558,-17.91,78,100,3.09,CA,1701047433
401,santa elena de uairen,4.6167,-61.1333,20.38,87,100,0.89,VE,1701047433
402,karratha,-20.7377,116.8463,29.5,31,0,5.28,AU,1701047312
403,wanlaweyn,2.6185,44.8938,24.99,83,100,3.03,SO,1701047434
404,berdigestyakh,62.0989,126.6992,-21.34,93,100,3.43,RU,1701047434
405,three rivers,41.9439,-85.6325,0.77,93,100,2.06,US,1701047434
406,aldan,58.6031,125.3894,-24.31,97,100,3.01,RU,1701047435
407,gaiman,-43.2897,-65.4929,14.08,42,27,5.78,AR,1701047435
408,gadzhiyevo,69.2551,33.3362,-15.79,92,40,2.74,RU,1701047435
409,esmeraldas,-19.7625,-44.3139,23.48,78,93,4.85,BR,1701047435
410,flin flon,54.7682,-101.865,-16.34,89,69,2.9,CA,1701047435
411,pacific grove,36.6177,-121.9166,14.28,49,0,0.45,US,1701047371
412,luderitz,-26.6481,15.1594,20.92,48,0,7.96,NA,1701047301
413,gola bazar,26.3431,83.3553,19.11,51,100,1.27,IN,1701047436
414,margate,51.3813,1.3862,9.67,94,100,4.47,GB,1701047436
415,ust'-ilimsk,58.0006,102.6619,-21.39,97,94,1.16,RU,1701047436
416,pariaman,-0.619,100.12,26.03,82,100,0.91,ID,1701047408
417,yendi,9.4427,-0.0099,24.02,83,99,0.38,GH,1701047437
418,newman,37.3138,-121.0208,11.41,59,100,0.51,US,1701047437
419,bathsheba,13.2167,-59.5167,27.34,83,75,6.17,BB,1701047437
420,shingu,33.7333,135.9833,15.65,59,0,0.68,JP,1701047437
421,sabang,5.8933,95.3214,25.78,83,100,1.51,ID,1701047437
422,hotan,37.0997,79.9269,2.74,31,100,1.57,CN,1701047438
423,shihezi,44.3,86.0333,0.16,83,17,1.21,CN,1701047438
424,baltasi,56.3462,50.2062,-0.73,94,61,5.36,RU,1701047438
425,san fernando de monte cristi,19.8667,-71.65,26.66,81,7,7.53,DO,1701047438
426,grand baie,-20.0182,57.5802,24.14,85,67,0.89,MU,1701047438
427,forster,-32.1667,152.5167,29.05,60,13,4.55,AU,1701047438
428,vadso,70.0744,29.7487,-2.91,74,100,4.12,NO,1701047439
429,kristiansund,63.1115,7.732,-2.64,68,2,5.14,NO,1701047439
430,whangarei,-35.7317,174.3239,21.65,41,96,2.38,NZ,1701047439
431,acarau,-2.8856,-40.12,26.99,69,0,7.0,BR,1701047439
432,tvarditsa,42.7,25.9,-1.29,82,67,4.94,BG,1701047440
433,macas,-2.3167,-78.1167,19.09,97,50,1.43,EC,1701047440
434,cadale,2.7603,46.3222,27.56,77,100,5.04,SO,1701047440
435,alofi,-19.0595,-169.9187,25.9,86,16,7.04,NU,1701047440
436,lata,40.1629,-8.3327,8.84,95,60,0.48,PT,1701047440
437,miranda,3.2499,-76.2281,20.77,86,17,3.0,CO,1701047441
438,zalingei,12.9096,23.4741,23.26,25,100,1.24,SD,1701047441
439,san andres,12.5847,-81.7006,29.01,79,40,6.17,CO,1701047441
440,goz beida,13.95,20.55,25.55,20,72,3.69,TD,1701047441
441,imst,47.2684,10.6698,-9.65,87,100,2.15,AT,1701047441
442,kenora,49.8167,-94.4337,-10.68,66,100,7.6,CA,1701047441
443,noumea,-22.2763,166.4572,28.89,99,34,5.83,NC,1701047442
444,chocope,-7.7914,-79.2217,18.47,75,100,3.38,PE,1701047273
445,selfoss,63.9331,-20.9971,4.52,87,100,2.73,IS,1701047442
446,noyabrsk,63.1994,75.4507,-15.97,98,100,3.34,RU,1701047442
447,mogadishu,2.0371,45.3438,27.03,77,100,5.76,SO,1701047442
448,portland,45.5234,-122.6762,7.49,58,20,6.26,US,1701047326
449,kismayo,-0.3582,42.5454,27.39,75,95,2.27,SO,1701047443
450,palmer,42.1584,-72.3287,4.7,79,100,1.79,US,1701047362
451,upata,8.0086,-62.3989,23.44,96,17,1.48,VE,1701047443
452,san antonio oeste,-40.7319,-64.9477,16.68,45,27,9.09,AR,1701047443
453,flekkefjord,58.2971,6.6607,1.08,88,100,7.28,NO,1701047443
454,kuanda,56.3161,116.0806,-26.11,95,64,0.1,RU,1701047443
455,ulsteinvik,62.3432,5.8487,0.12,78,2,2.24,NO,1701047444
456,rio grande,-32.035,-52.0986,21.08,86,7,7.73,BR,1701047444
457,singa,13.15,33.9333,27.75,30,4,3.13,SD,1701047444
458,mumbwa,-14.9783,27.0619,18.41,82,90,1.32,ZM,1701047444
459,mana,5.6592,-53.7767,26.02,86,100,3.9,GF,1701047445
460,skagen,57.7209,10.5839,1.85,65,15,5.53,DK,1701047445
461,djenne,13.9061,-4.5533,25.69,16,100,3.96,ML,1701047246
462,hecun,36.5333,114.1111,9.45,33,3,4.83,CN,1701047397
463,villa de arista,22.65,-100.8333,20.45,73,56,7.69,MX,1701047446
464,salekhard,66.53,66.6019,-24.03,100,96,0.08,RU,1701047446
465,umba,66.6871,34.3429,-14.99,95,34,5.18,RU,1701047446
466,daru,-9.0763,143.2092,29.49,67,94,3.69,PG,1701047446
467,kota tinggi,1.7381,103.8999,25.78,98,100,0.83,MY,1701047446
468,rajpipla,21.8667,73.5,19.33,90,4,2.7,IN,1701047446
469,apaxtla de castrejon,18.15,-99.8667,19.88,80,100,1.15,MX,1701047447
470,curuzu cuatia,-29.7917,-58.0546,22.6,85,100,3.33,AR,1701047447
471,nuuk,64.1835,-51.7216,-1.66,93,75,8.23,GL,1701047447
472,tommot,58.9564,126.2925,-21.72,92,100,5.29,RU,1701047447
473,assab,13.0092,42.7394,26.26,74,10,8.7,ER,1701047447
474,inhambane,-23.865,35.3833,22.63,89,9,1.43,MZ,1701047448
475,kayangel,8.0823,134.7173,28.74,76,52,6.77,PW,1701047448
476,tata,24.7475,67.9235,17.78,49,0,3.61,PK,1701047448
477,san rafael,-34.6177,-68.3301,28.03,23,38,4.68,AR,1701047256
478,itaituba,-4.2761,-55.9836,23.9,94,100,1.09,BR,1701047435
479,dassa-zoume,7.75,2.1833,23.98,84,100,1.09,BJ,1701047448
480,betio village,1.358,172.9211,31.02,67,49,1.67,KI,1701047449
481,meraux,29.933,-89.9498,16.54,75,0,5.14,US,1701047449
482,northam,51.0333,-4.2167,11.25,95,100,7.04,GB,1701047449
483,east ballina,-28.8667,153.5833,31.0,61,62,4.02,AU,1701047449
484,nantucket,41.2835,-70.0995,7.96,88,75,8.75,US,1701047361
485,abu jibeha,11.4562,31.2285,26.4,26,2,2.72,SD,1701047449
486,quepos,9.4236,-84.1652,26.04,88,53,0.66,CR,1701047450
487,kodinsk,58.6881,99.1844,-23.63,99,6,0.4,RU,1701047450
488,vernon,50.2581,-119.2691,3.2,88,83,0.23,CA,1701047450
489,jau,-22.2964,-48.5578,22.18,87,93,3.87,BR,1701047264
490,steinbach,50.1667,8.5667,3.62,85,0,4.12,DE,1701047450
491,muisne,0.6,-80.0333,25.33,86,99,2.95,EC,1701047450
492,luau,-10.7073,22.2247,18.51,98,100,1.64,AO,1701047451
493,sandnessjoen,66.0217,12.6316,-19.71,71,4,4.89,NO,1701047451
494,tritenii de jos,46.5833,24.0,-2.45,60,22,5.92,RO,1701047451
495,noosa heads,-26.3833,153.15,28.01,64,91,4.32,AU,1701047315
496,myski,53.709,87.8014,-0.6,96,100,2.74,RU,1701047451
497,brookings,44.3114,-96.7984,-8.31,73,0,2.57,US,1701047451
498,ta`u,-14.2336,-169.5144,27.95,84,95,8.47,AS,1701047452
499,gejiu,23.306,103.1635,9.94,82,2,0.4,CN,1701047452
500,callao,-12.0667,-77.15,20.16,73,0,5.66,PE,1701047452
501,srinagar,34.0833,74.8167,7.49,32,100,0.56,IN,1701047452
502,dryden,49.7833,-92.7503,-12.84,72,75,8.23,CA,1701047452
503,katsuren-haebaru,26.3369,127.8719,24.16,73,100,4.12,JP,1701047453
504,kolonia,50.9333,6.95,4.82,81,75,3.09,DE,1701047453
505,sao gabriel,-30.3364,-54.32,20.51,86,94,3.18,BR,1701047453
506,ilhabela,-23.7781,-45.3581,22.04,89,100,4.68,BR,1701047453
507,san jose de feliciano,-30.3845,-58.7517,22.54,77,100,3.06,AR,1701047453
508,porto murtinho,-21.6989,-57.8825,24.26,90,100,1.65,BR,1701047454
509,mitsamiouli,-11.3847,43.2844,26.68,78,94,1.77,KM,1701047454
510,leer,53.2316,7.461,5.14,96,100,3.58,DE,1701047454
511,barranca,-10.75,-77.7667,19.08,83,66,3.94,PE,1701047454
512,gorontalo,0.5412,123.0595,29.99,69,86,0.37,ID,1701047454
513,tarko-sale,64.9225,77.785,-14.99,96,65,4.19,RU,1701047454
514,kembe,4.6228,21.8865,21.08,94,100,0.78,CF,1701047455
515,rabaul,-4.1967,152.1721,28.45,73,21,2.71,PG,1701047455
516,sinop,41.7711,34.8709,1.58,73,76,3.53,TR,1701047455
517,mandalgovi,45.7625,106.2708,-13.12,54,0,8.17,MN,1701047455
518,monteria,8.748,-75.8814,25.39,92,53,2.82,CO,1701047455
519,amos,48.5669,-78.1162,-1.72,96,100,4.33,CA,1701047456
520,formosa do rio preto,-11.0483,-45.1931,29.07,36,84,3.96,BR,1701047456
521,asaita,11.5636,41.4394,24.56,53,71,3.25,ET,1701047456
522,howrah,22.5892,88.3103,19.0,88,40,0.0,IN,1701047456
523,sassandra,4.95,-6.0833,24.62,91,100,2.99,CI,1701047456
524,fisterra,42.9049,-9.2629,11.59,86,100,5.47,ES,1701047457
525,santo antonio,-6.3106,-35.4789,23.83,73,0,4.1,BR,1701047457
526,orange walk,17.8333,-88.8333,23.94,93,0,1.53,BZ,1701047457
527,rockwood,35.8656,-84.6849,7.95,96,100,3.21,US,1701047457
528,kaohsiung,22.6163,120.3133,22.44,76,75,4.63,TW,1701047342
529,anyang,36.0994,114.3289,10.79,33,94,3.71,CN,1701047384
530,bafoulabe,13.8065,-10.8321,25.87,18,2,1.15,ML,1701047458
531,gaomi,36.3833,119.7528,6.45,73,0,2.74,CN,1701047458
532,new richmond,45.123,-92.5366,-5.12,50,75,8.75,US,1701047220
533,fortuna,40.5982,-124.1573,10.0,69,0,0.0,US,1701047458
534,kariba,-16.5167,28.8,23.82,62,90,0.96,ZW,1701047458
535,tazacorte,28.629,-17.9293,19.53,72,40,3.6,ES,1701047458
536,sal rei,16.1833,-22.9167,24.68,66,4,6.17,CV,1701047459
537,nikolayevsk-on-amure,53.1406,140.73,-14.37,61,38,4.65,RU,1701047459
538,carnarvon,-24.8667,113.6333,22.63,65,100,5.07,AU,1701047459
539,buka,40.8108,69.1986,11.5,32,100,0.29,UZ,1701047459
540,bardai,11.65,7.2333,21.7,78,100,2.39,NG,1701047460
541,khovd,48.0056,91.6419,-8.35,72,7,1.46,MN,1701047460
542,moree,-29.4667,149.85,28.81,45,100,3.15,AU,1701047460
543,alice springs,-23.7,133.8833,27.75,42,0,1.03,AU,1701047232
544,kuta,-8.7233,115.1723,27.78,78,40,1.54,ID,1701047460
545,sao joao da barra,-21.6403,-41.0511,23.3,77,100,4.27,BR,1701047461
546,ormara,25.2088,64.6357,23.7,51,0,2.62,PK,1701047461
547,port shepstone,-30.7414,30.455,22.62,94,29,3.8,ZA,1701047461
548,port lincoln,-34.7333,135.8667,16.38,73,100,8.48,AU,1701047462
549,idri,27.5,13.2667,12.31,40,6,3.37,LY,1701047462
550,turkestan,43.3333,68.25,11.45,32,100,2.48,KZ,1701047462
551,palu,-0.8917,119.8707,27.98,83,76,0.3,ID,1701047408
552,minsk,53.9,27.5667,-4.14,93,100,5.98,BY,1701047462
553,jimma,7.6667,36.8333,13.05,82,48,0.68,ET,1701047463
554,santa marta,11.2408,-74.199,30.5,66,13,4.47,CO,1701047428
555,rura,26.4833,79.9,18.17,42,100,1.93,IN,1701047463
556,general mosconi,-23.1851,-62.303,24.67,83,97,0.57,AR,1701047463
557,berezovyy,51.6667,135.7,-12.96,48,0,4.52,RU,1701047464
558,ilam,26.9167,87.9167,14.15,66,89,2.36,NP,1701047464
